venue,date,time,interested,sold_out,title,desc,url
"Concert Hall, Sydney Opera House",Mon 07 September,7:00pm,No,No,Open Rehearsal with Stephen Layton,"Previously Director of Music at Trinity College, Cambridge for nearly twenty years, Stephen Layton is one of the world’s most celebrated conductors of English music – especially choral music. In this special open rehearsal, listen as he breathes new life into this exquisite program, which spans 400 years of English music from Thomas Tallis to John Rutter.",https://www.sydneysymphony.com/concerts/open-rehearsal-with-stephen-layton
"Concert Hall, Sydney Opera House",Wed 09 September,8:00pm,No,No,Mozart’s Requiem with Stephen Layton,"Mozart’s Requiem is a work of enduring intensity, pulsing with shadow and ceremony. Its opening chords descend like heavy steps. But this is not music of despair; it’s full of movement and fire, epitomised by the Dies Irae which races forward with haunting fury.",https://www.sydneysymphony.com/concerts/mozarts-requiem-with-stephen-layton
"Concert Hall, Sydney Opera House",Thu 10 September,1:30pm,No,No,Mozart’s Requiem with Stephen Layton,"Mozart’s Requiem is a work of enduring intensity, pulsing with shadow and ceremony. Its opening chords descend like heavy steps. But this is not music of despair; it’s full of movement and fire, epitomised by the Dies Irae which races forward with haunting fury.",https://www.sydneysymphony.com/concerts/mozarts-requiem-with-stephen-layton
"Concert Hall, Sydney Opera House",Fri 11 September,10:00am,No,No,For Schools: Carnival of the Animals,"With plodding double-bass elephants, pecking piano-and-string hens and graceful cello swans, this piece has all the fun and fascination of a family trip to the zoo. Alex Turley’s Animalia adds an Australian twist, weaving familiar sounds of our unique wildlife into a magical companion piece. Students will watch with eagle eyes as our musicians bring each animal to life using their instruments, expertly wrangled by Sydney Symphony Conductor in Residence Benjamin Northey in this captivating concert for primary-aged listeners.",https://www.sydneysymphony.com/concerts/carnival-of-the-animals-schools-concert
"Concert Hall, Sydney Opera House",Fri 11 September,12:30pm,No,No,For Schools: Carnival of the Animals,"With plodding double-bass elephants, pecking piano-and-string hens and graceful cello swans, this piece has all the fun and fascination of a family trip to the zoo. Alex Turley’s Animalia adds an Australian twist, weaving familiar sounds of our unique wildlife into a magical companion piece. Students will watch with eagle eyes as our musicians bring each animal to life using their instruments, expertly wrangled by Sydney Symphony Conductor in Residence Benjamin Northey in this captivating concert for primary-aged listeners.",https://www.sydneysymphony.com/concerts/carnival-of-the-animals-schools-concert
"Concert Hall, Sydney Opera House",Fri 11 September,8:00pm,No,No,Mozart’s Requiem with Stephen Layton,"Mozart’s Requiem is a work of enduring intensity, pulsing with shadow and ceremony. Its opening chords descend like heavy steps. But this is not music of despair; it’s full of movement and fire, epitomised by the Dies Irae which races forward with haunting fury.",https://www.sydneysymphony.com/concerts/mozarts-requiem-with-stephen-layton
"Concert Hall, Sydney Opera House",Sat 12 September,10:00am,No,No,Carnival of the Animals,"What better way to introduce children to the sounds of the orchestra than Saint-Saëns’ beloved Carnival of the Animals? With plodding double-bass elephants, pecking piano-and-string hens and graceful cello swans, this piece has all the fun and fascination of a trip to the zoo. Alex Turley’s Animalia adds an Australian twist, weaving familiar sounds of our unique wildlife into a magical companion piece.",https://www.sydneysymphony.com/concerts/family-concert-carnival-of-the-animals-2026
"Concert Hall, Sydney Opera House",Sat 12 September,12:30pm,No,No,Carnival of the Animals,"What better way to introduce children to the sounds of the orchestra than Saint-Saëns’ beloved Carnival of the Animals? With plodding double-bass elephants, pecking piano-and-string hens and graceful cello swans, this piece has all the fun and fascination of a trip to the zoo. Alex Turley’s Animalia adds an Australian twist, weaving familiar sounds of our unique wildlife into a magical companion piece.",https://www.sydneysymphony.com/concerts/family-concert-carnival-of-the-animals-2026
"Concert Hall, Sydney Opera House",Sat 12 September,8:00pm,No,No,Mozart’s Requiem with Stephen Layton,"Mozart’s Requiem is a work of enduring intensity, pulsing with shadow and ceremony. Its opening chords descend like heavy steps. But this is not music of despair; it’s full of movement and fire, epitomised by the Dies Irae which races forward with haunting fury.",https://www.sydneysymphony.com/concerts/mozarts-requiem-with-stephen-layton
"Concert Hall, Sydney Opera House",Tue 15 September,7:00pm,No,No,Listen to This: Discover Beethoven,"Listen to This is an evening of musical discovery like no other, hosted by Conductor in Residence Benjamin Northey. Part performance, part guided tour, this unique event offers a behind-the-scenes look at how Beethoven’s music works.",https://www.sydneysymphony.com/concerts/discover-beethoven
"Concert Hall, Sydney Opera House",Fri 18 September,11:00am,No,No,Umberto Clerici conducts Dvořák,"The music that we hear as children is forever etched into our memories. Umberto Clerici conducts this richly textured program featuring music by two composers who grew up to conquer the world’s concert halls but who never forgot their roots in rural areas of eastern Europe. Dvořák’s Eighth Symphony is one of the cheeriest he ever wrote, drawing on the folk music of his native Bohemia to paint a vivid depiction of his people and his homeland. György Ligeti's Concert Românesc was equally inspired by his childhood in Transylvania (now in Romania) and the village bands he heard as a child.",https://www.sydneysymphony.com/concerts/umberto-clerici-conducts-dvorak
"Concert Hall, Sydney Opera House",Sat 19 September,7:00pm,No,No,Bryce Dessner’s Trembling Earth,"This richly textured program explores the enduring power of the natural world, from flowing rivers and oceans to forested mountains and fields. Umberto Clerici leads us into the lyricism of Dvořák’s Symphony No.8, a heartfelt celebration of Bohemia’s natural beauty. Alive with birdsong, rustic dances and sweeping melodies, its folk-infused tunes mirror Ligeti’s colourful Concert Românesc, a spirited glimpse of the composer before his avant-garde years",https://www.sydneysymphony.com/concerts/bryce-dessner-trembling-earth
"Concert Hall, Sydney Opera House",Sun 20 September,2:00pm,No,No,Bryce Dessner’s Trembling Earth,"This richly textured program explores the enduring power of the natural world, from flowing rivers and oceans to forested mountains and fields. Umberto Clerici leads us into the lyricism of Dvořák’s Symphony No.8, a heartfelt celebration of Bohemia’s natural beauty. Alive with birdsong, rustic dances and sweeping melodies, its folk-infused tunes mirror Ligeti’s colourful Concert Românesc, a spirited glimpse of the composer before his avant-garde years",https://www.sydneysymphony.com/concerts/bryce-dessner-trembling-earth
City Recital Hall,Thu 24 September,7:00pm,No,No,Bryce Dessner & the Sydney Symphony,"Known to many from American rock band The National, Dessner is also a leading figure in contemporary classical music. He ‘slips in and out of musical guises with disarming ease...his gorgeous and full-hearted music’ (NPR) blurring the lines between genres, shaped by collaborations with icons like Steve Reich and Philip Glass and composing for major orchestras and ensembles around the world.",https://www.sydneysymphony.com/concerts/bryce-dessner-sydney-symphony
Venue to be announced soon,Mon 28 September,10:00am,No,No,Junior Strings Workshop,"Designed for young string players at AMEB Level 3–5. Open to violin, viola, cello and double bass students, this workshop offers the chance to play alongside our Fellows and improve ensemble skills in a supportive and energetic setting.",https://www.sydneysymphony.com/concerts/junior-strings-workshop
Venue to be announced soon,Wed 30 September,10:00am,No,No,Young Musicians Workshop in 2026,"Our Young Musicians Workshop connects students with the talented musicians of the Sydney Symphony and the 2026 Sydney Symphony Fellows in a series of rehearsals, sectionals and masterclasses designed for intermediate and advanced students. Afterwards, a free concert for family and friends gives your students the chance to showcase their newly acquired skills.Please note that the following is a workshop, not a performance, and is only available for four (4) tickets per school.",https://www.sydneysymphony.com/concerts/young-musicians-workshop-2026
Venue to be announced soon,Thu 01 October,10:00am,No,No,Young Musicians Workshop in 2026,"Our Young Musicians Workshop connects students with the talented musicians of the Sydney Symphony and the 2026 Sydney Symphony Fellows in a series of rehearsals, sectionals and masterclasses designed for intermediate and advanced students. Afterwards, a free concert for family and friends gives your students the chance to showcase their newly acquired skills.Please note that the following is a workshop, not a performance, and is only available for four (4) tickets per school.",https://www.sydneysymphony.com/concerts/young-musicians-workshop-2026
Venue to be announced soon,Fri 02 October,10:00am,No,No,Young Musicians Workshop in 2026,"Our Young Musicians Workshop connects students with the talented musicians of the Sydney Symphony and the 2026 Sydney Symphony Fellows in a series of rehearsals, sectionals and masterclasses designed for intermediate and advanced students. Afterwards, a free concert for family and friends gives your students the chance to showcase their newly acquired skills.Please note that the following is a workshop, not a performance, and is only available for four (4) tickets per school.",https://www.sydneysymphony.com/concerts/young-musicians-workshop-2026
"Concert Hall, Sydney Opera House",Thu 08 October,7:00pm,No,No,Ying Fang sings Songs of the Auvergne,"Drawn from centuries-old folk melodies from the Auvergne region of France and sung in a local dialect, these 27 songs seem to emerge from the land itself, telling stories of shepherds, rivers and the slow rhythm of rural life, ‘rich with nostalgia and summer light’ (ABC Classic). Following her acclaimed Sydney Symphony debut with Sir Donald Runnicles in 2024, Chinese soprano Ying Fang returns with her ‘remarkable voice of polished delicacy, sweetness and strength without forcefulness’ (Sydney Morning Herald) – the ideal instrument to bring these exquisite pastoral scenes to life.",https://www.sydneysymphony.com/concerts/ying-fang-songs-of-the-auvergne
"Concert Hall, Sydney Opera House",Fri 09 October,7:00pm,No,No,Ying Fang sings Songs of the Auvergne,"Drawn from centuries-old folk melodies from the Auvergne region of France and sung in a local dialect, these 27 songs seem to emerge from the land itself, telling stories of shepherds, rivers and the slow rhythm of rural life, ‘rich with nostalgia and summer light’ (ABC Classic). Following her acclaimed Sydney Symphony debut with Sir Donald Runnicles in 2024, Chinese soprano Ying Fang returns with her ‘remarkable voice of polished delicacy, sweetness and strength without forcefulness’ (Sydney Morning Herald) – the ideal instrument to bring these exquisite pastoral scenes to life.",https://www.sydneysymphony.com/concerts/ying-fang-songs-of-the-auvergne
"Concert Hall, Sydney Opera House",Sat 10 October,2:00pm,No,No,Ying Fang sings Songs of the Auvergne,"Drawn from centuries-old folk melodies from the Auvergne region of France and sung in a local dialect, these 27 songs seem to emerge from the land itself, telling stories of shepherds, rivers and the slow rhythm of rural life, ‘rich with nostalgia and summer light’ (ABC Classic). Following her acclaimed Sydney Symphony debut with Sir Donald Runnicles in 2024, Chinese soprano Ying Fang returns with her ‘remarkable voice of polished delicacy, sweetness and strength without forcefulness’ (Sydney Morning Herald) – the ideal instrument to bring these exquisite pastoral scenes to life.",https://www.sydneysymphony.com/concerts/ying-fang-songs-of-the-auvergne
"Concert Hall, Sydney Opera House",Mon 12 October,7:00pm,No,No,Isata Kanneh-Mason in Recital,"Acclaimed as ‘a profound and greatly gifted artist’ (Gramophone) and ‘a pianist who makes lines sing beautifully and virtuosic passages dance,’ (BBC Music Magazine), this captivating pianist brings her energy and precision to the Sydney Opera House Concert Hall. The jaw-dropping virtuosity, power and nuance demanded by these big works makes this a program of exciting moments. Two of Beethoven’s best-loved sonatas, the shadowy, poetic Moonlight and the exuberant Waldstein, are paired with Ravel’s fiendishly difficult Gaspard de la Nuit – one of the most demanding pieces in the piano repertoire. In Isata’s hands, the vivid atmospheres and poignant intensity of these works become thrillingly present.",https://www.sydneysymphony.com/concerts/isata-kanneh-mason-in-recital
"Concert Hall, Sydney Opera House",Wed 14 October,8:00pm,No,No,Beethoven & Tchaikovsky,"Tchaikovsky’s Violin Concerto is one of the most famous in the violin repertoire, breath-taking whether you’re hearing it for the first time or the hundredth. The thrilling climax of the first movement, where the soloist’s runs are picked up by the orchestra, feels like a fire catching.",https://www.sydneysymphony.com/concerts/beethoven-tchaikovsky-2026
"Concert Hall, Sydney Opera House",Thu 15 October,1:30pm,No,No,Beethoven & Tchaikovsky,"Tchaikovsky’s Violin Concerto is one of the most famous in the violin repertoire, breath-taking whether you’re hearing it for the first time or the hundredth. The thrilling climax of the first movement, where the soloist’s runs are picked up by the orchestra, feels like a fire catching.",https://www.sydneysymphony.com/concerts/beethoven-tchaikovsky-2026
"Concert Hall, Sydney Opera House",Fri 16 October,8:00pm,No,No,Beethoven & Tchaikovsky,"Tchaikovsky’s Violin Concerto is one of the most famous in the violin repertoire, breath-taking whether you’re hearing it for the first time or the hundredth. The thrilling climax of the first movement, where the soloist’s runs are picked up by the orchestra, feels like a fire catching.",https://www.sydneysymphony.com/concerts/beethoven-tchaikovsky-2026
St James' King St,Sat 17 October,5:00pm,No,No,Fellows Farewell,"We bid our 2026 Fellows farewell with their final performance of the year. Hear everything they have learned over the course of their Fellowship, and see the chemistry and understanding that has built up within the cohort across all their many hours of performing together in concerts of every shape and size.",https://www.sydneysymphony.com/concerts/fellows-farewell-2026
"Concert Hall, Sydney Opera House",Sat 17 October,8:00pm,No,No,Beethoven & Tchaikovsky,"Tchaikovsky’s Violin Concerto is one of the most famous in the violin repertoire, breath-taking whether you’re hearing it for the first time or the hundredth. The thrilling climax of the first movement, where the soloist’s runs are picked up by the orchestra, feels like a fire catching.",https://www.sydneysymphony.com/concerts/beethoven-tchaikovsky-2026
"Concert Hall, Sydney Opera House",Wed 21 October,7:00pm,No,No,Star Wars: The Empire Strikes Back in Concert,"The battle for the galaxy intensifies in this thrilling fifth episode of the unfolding saga, with John Williams’ iconic score performed live to film by the Sydney Symphony Orchestra. As Imperial Forces launch an all-out attack on the Rebel Alliance, Han Solo (Harrison Ford) and Princess Leia (Carrie Fisher) flee to Cloud City where they are captured by Darth Vader. Luke Skywalker (Mark Hamill) journeys to the mysterious, marshy planet of Dagobah, where the wise Jedi Master Yoda teaches the young hero the ways of the Force.",https://www.sydneysymphony.com/concerts/star-wars-the-empire-strikes-back
"Concert Hall, Sydney Opera House",Thu 22 October,7:00pm,No,No,Star Wars: The Empire Strikes Back in Concert,"The battle for the galaxy intensifies in this thrilling fifth episode of the unfolding saga, with John Williams’ iconic score performed live to film by the Sydney Symphony Orchestra. As Imperial Forces launch an all-out attack on the Rebel Alliance, Han Solo (Harrison Ford) and Princess Leia (Carrie Fisher) flee to Cloud City where they are captured by Darth Vader. Luke Skywalker (Mark Hamill) journeys to the mysterious, marshy planet of Dagobah, where the wise Jedi Master Yoda teaches the young hero the ways of the Force.",https://www.sydneysymphony.com/concerts/star-wars-the-empire-strikes-back
"Utzon Room, Sydney Opera House",Fri 23 October,6:00pm,No,No,Cocktail Hour with David Campbell,"Musical inspirations and influences come in many different forms, as shown by this exciting concert. Ástor Piazzolla brought tango out of the slums of Argentina and into concert halls, formalising and expanding its soundworld. Standing by his side for much of his career was double bass player Enrique ‘Kicho’ Díaz, for whom this virtuosic solo work was composed.",https://www.sydneysymphony.com/concerts/cocktail-hour-with-david-campbell
"Concert Hall, Sydney Opera House",Fri 23 October,7:00pm,No,No,Star Wars: The Empire Strikes Back in Concert,"The battle for the galaxy intensifies in this thrilling fifth episode of the unfolding saga, with John Williams’ iconic score performed live to film by the Sydney Symphony Orchestra. As Imperial Forces launch an all-out attack on the Rebel Alliance, Han Solo (Harrison Ford) and Princess Leia (Carrie Fisher) flee to Cloud City where they are captured by Darth Vader. Luke Skywalker (Mark Hamill) journeys to the mysterious, marshy planet of Dagobah, where the wise Jedi Master Yoda teaches the young hero the ways of the Force.",https://www.sydneysymphony.com/concerts/star-wars-the-empire-strikes-back
"Concert Hall, Sydney Opera House",Sat 24 October,2:00pm,No,No,Star Wars: The Empire Strikes Back in Concert,"The battle for the galaxy intensifies in this thrilling fifth episode of the unfolding saga, with John Williams’ iconic score performed live to film by the Sydney Symphony Orchestra. As Imperial Forces launch an all-out attack on the Rebel Alliance, Han Solo (Harrison Ford) and Princess Leia (Carrie Fisher) flee to Cloud City where they are captured by Darth Vader. Luke Skywalker (Mark Hamill) journeys to the mysterious, marshy planet of Dagobah, where the wise Jedi Master Yoda teaches the young hero the ways of the Force.",https://www.sydneysymphony.com/concerts/star-wars-the-empire-strikes-back
"Utzon Room, Sydney Opera House",Sat 24 October,6:00pm,No,No,Cocktail Hour with David Campbell,"Musical inspirations and influences come in many different forms, as shown by this exciting concert. Ástor Piazzolla brought tango out of the slums of Argentina and into concert halls, formalising and expanding its soundworld. Standing by his side for much of his career was double bass player Enrique ‘Kicho’ Díaz, for whom this virtuosic solo work was composed.",https://www.sydneysymphony.com/concerts/cocktail-hour-with-david-campbell
"Concert Hall, Sydney Opera House",Sat 24 October,7:00pm,No,No,Star Wars: The Empire Strikes Back in Concert,"The battle for the galaxy intensifies in this thrilling fifth episode of the unfolding saga, with John Williams’ iconic score performed live to film by the Sydney Symphony Orchestra. As Imperial Forces launch an all-out attack on the Rebel Alliance, Han Solo (Harrison Ford) and Princess Leia (Carrie Fisher) flee to Cloud City where they are captured by Darth Vader. Luke Skywalker (Mark Hamill) journeys to the mysterious, marshy planet of Dagobah, where the wise Jedi Master Yoda teaches the young hero the ways of the Force.",https://www.sydneysymphony.com/concerts/star-wars-the-empire-strikes-back
"Concert Hall, Sydney Opera House",Mon 26 October,7:00pm,No,No,The Voice of Bryn Terfel,"Known around the world for his vocal power and magnetic presence, Bryn is a true master of song. This recital is a rare opportunity to hear Bryn up close, performing music that means a lot to him – from traditional Welsh folk tunes that echo of home to hits from musical theatre and classical lieder. His extraordinary voice will fill the Sydney Opera House Concert Hall, every facet of his extraordinary instrument shining bright.",https://www.sydneysymphony.com/concerts/the-voice-of-bryn-terfel
"Concert Hall, Sydney Opera House",Tue 27 October,7:00pm,No,No,Masterclass with Bryn Terfel,"One of the greatest voices in all of music, Sir Bryn Terfel has been thrilling audiences around the world for decades – whether in musical theatre, opera, Welsh folk songs and more. In this masterclass he shares performance skills and musical insights with the next generation of great singers – and you can be there to experience it too.",https://www.sydneysymphony.com/concerts/masterclass-with-bryn-terfel
"Concert Hall, Sydney Opera House",Wed 28 October,7:00pm,No,No,Open Rehearsal with Simone Young,"Come behind the scenes as Chief Conductor Simone Young prepares the Orchestra, Sydney Philharmonia Choirs and this world-class cast of soloists to perform Mendelssohn’s powerful oratorio Elijah. Take your seat in the Lower Circle and see for yourself the meticulous preparation required to realise this magnificent work. Listen as the music is taken apart, examined and put back together again and marvel at the interweaving of scores of instruments and voices.",https://www.sydneysymphony.com/concerts/open-rehearsal-with-simone-young
"Studio, Sydney Opera House",Fri 30 October,10:00am,No,No,"For Schools: Ready, Set, Listen! The Planets","Ready, Set, Listen! is our brand new series of 30-minute concerts specially created for students in K–2 and featuring beloved children’s entertainer Emily Who. Each performance centres around a piece of core classical repertoire arranged for a smaller ensemble, specially adapted for young ears and imaginations.",https://www.sydneysymphony.com/concerts/ready-set-listen-the-planets-schools-concert
"Studio, Sydney Opera House",Fri 30 October,11:30am,No,No,"For Schools: Ready, Set, Listen! The Planets","Ready, Set, Listen! is our brand new series of 30-minute concerts specially created for students in K–2 and featuring beloved children’s entertainer Emily Who. Each performance centres around a piece of core classical repertoire arranged for a smaller ensemble, specially adapted for young ears and imaginations.",https://www.sydneysymphony.com/concerts/ready-set-listen-the-planets-schools-concert
"Studio, Sydney Opera House",Fri 30 October,1:00pm,No,No,"For Schools: Ready, Set, Listen! The Planets","Ready, Set, Listen! is our brand new series of 30-minute concerts specially created for students in K–2 and featuring beloved children’s entertainer Emily Who. Each performance centres around a piece of core classical repertoire arranged for a smaller ensemble, specially adapted for young ears and imaginations.",https://www.sydneysymphony.com/concerts/ready-set-listen-the-planets-schools-concert
"Concert Hall, Sydney Opera House",Fri 30 October,7:00pm,No,No,Mendelssohn’s Elijah with Bryn Terfel,"Inspired by Handel’s Messiah, Mendelssohn’s Elijah is a towering creation of exquisite music for voices and orchestra. This is your chance to hear the phenomenal Welsh bass-baritone Sir Bryn Terfel in one of his signature roles, his remarkable voice rising through storms and soaring choral forces as the mighty prophet faces kings, summons lightning and sinks into doubt.",https://www.sydneysymphony.com/concerts/mendelssohns-elijah-bryn-terfel
"Studio, Sydney Opera House",Sat 31 October,10:00am,No,No,"Ready, Set, Listen! The Planets","Holst’s iconic The Planets is one of the best-loved pieces of music ever written. Full of memorable melodies and dramatic moments, you can almost see our solar system spinning around you as you listen.",https://www.sydneysymphony.com/concerts/ready-set-listen-the-planets-2026
"Studio, Sydney Opera House",Sat 31 October,11:30am,No,No,"Ready, Set, Listen! The Planets","Holst’s iconic The Planets is one of the best-loved pieces of music ever written. Full of memorable melodies and dramatic moments, you can almost see our solar system spinning around you as you listen.",https://www.sydneysymphony.com/concerts/ready-set-listen-the-planets-2026
"Studio, Sydney Opera House",Sat 31 October,1:00pm,No,No,"Ready, Set, Listen! The Planets","Holst’s iconic The Planets is one of the best-loved pieces of music ever written. Full of memorable melodies and dramatic moments, you can almost see our solar system spinning around you as you listen.",https://www.sydneysymphony.com/concerts/ready-set-listen-the-planets-2026
"Concert Hall, Sydney Opera House",Sat 31 October,7:00pm,No,No,Mendelssohn’s Elijah with Bryn Terfel,"Inspired by Handel’s Messiah, Mendelssohn’s Elijah is a towering creation of exquisite music for voices and orchestra. This is your chance to hear the phenomenal Welsh bass-baritone Sir Bryn Terfel in one of his signature roles, his remarkable voice rising through storms and soaring choral forces as the mighty prophet faces kings, summons lightning and sinks into doubt.",https://www.sydneysymphony.com/concerts/mendelssohns-elijah-bryn-terfel
"Concert Hall, Sydney Opera House",Fri 06 November,11:00am,No,No,Simone Young conducts Mozart & Bach,"The music of fast-emerging Sydney composer Ella Macens inspires awe and stillness, an exquisite contemporary counterpoint to JS Bach’s Third Orchestral Suite; swirling with joyful ceremony and crowned by the quietly powerful Air, one of the most cherished movements in Baroque music. Then we hear Mozart at his peak – mercurial and majestic. Symphony No.39 is a radiant gem, moving from slow grandeur to light, dancing rhythms in a masterclass of contrast and invention.",https://www.sydneysymphony.com/concerts/simone-young-mozart-bach
"Concert Hall, Sydney Opera House",Sat 07 November,7:00pm,No,No,Simone Young conducts Mozart & Bach,"The music of fast-emerging Sydney composer Ella Macens inspires awe and stillness, an exquisite contemporary counterpoint to JS Bach’s Third Orchestral Suite; swirling with joyful ceremony and crowned by the quietly powerful Air, one of the most cherished movements in Baroque music. Then we hear Mozart at his peak – mercurial and majestic. Symphony No.39 is a radiant gem, moving from slow grandeur to light, dancing rhythms in a masterclass of contrast and invention.",https://www.sydneysymphony.com/concerts/simone-young-mozart-bach
"Concert Hall, Sydney Opera House",Sun 08 November,2:00pm,No,No,Simone Young conducts Mozart & Bach,"The music of fast-emerging Sydney composer Ella Macens inspires awe and stillness, an exquisite contemporary counterpoint to JS Bach’s Third Orchestral Suite; swirling with joyful ceremony and crowned by the quietly powerful Air, one of the most cherished movements in Baroque music. Then we hear Mozart at his peak – mercurial and majestic. Symphony No.39 is a radiant gem, moving from slow grandeur to light, dancing rhythms in a masterclass of contrast and invention.",https://www.sydneysymphony.com/concerts/simone-young-mozart-bach
"Concert Hall, Sydney Opera House",Thu 19 November,4:00pm,No,No,Simone Young conducts Götterdämmerung,"This is a work of stunning scale and impact that takes performers and audience alike to the extremes of the human experience. Buzzing with melancholy, Siegfried’s funeral march is atmospheric, while the climax of Brünnhilde’s final fiery moments swirl around you like the wind.",https://www.sydneysymphony.com/concerts/simone-young-conducts-gotterdammerung
"Concert Hall, Sydney Opera House",Sun 22 November,2:00pm,No,No,Simone Young conducts Götterdämmerung,"This is a work of stunning scale and impact that takes performers and audience alike to the extremes of the human experience. Buzzing with melancholy, Siegfried’s funeral march is atmospheric, while the climax of Brünnhilde’s final fiery moments swirl around you like the wind.",https://www.sydneysymphony.com/concerts/simone-young-conducts-gotterdammerung
Coliseum Theatre,Thu 26 November,7:00pm,No,No,The Sydney Symphony performs Max Richter’s Four Seasons,"The natural world has inspired artists, writers and composers for centuries. But rarely has it been captured more vividly than in Vivaldi’s Four Seasons. The warm glow of summer, the biting winds of winter, the soft descent of autumn and the bursting joy of spring.",https://www.sydneysymphony.com/concerts/max-richter-the-four-seasons-2026
Newcastle City Hall,Thu 26 November,7:00pm,No,No,The Sydney Symphony performs Max Richter’s Four Seasons,"The natural world has inspired artists, writers and composers for centuries. But rarely has it been captured more vividly than in Vivaldi’s Four Seasons. The warm glow of summer, the biting winds of winter, the soft descent of autumn and the bursting joy of spring.",https://www.sydneysymphony.com/concerts/max-richter-the-four-seasons-2026
Coliseum Theatre,Fri 27 November,7:00pm,No,No,The Sydney Symphony performs Max Richter’s Four Seasons,"The natural world has inspired artists, writers and composers for centuries. But rarely has it been captured more vividly than in Vivaldi’s Four Seasons. The warm glow of summer, the biting winds of winter, the soft descent of autumn and the bursting joy of spring.",https://www.sydneysymphony.com/concerts/max-richter-the-four-seasons-2026
Newcastle City Hall,Fri 27 November,7:00pm,No,No,The Sydney Symphony performs Max Richter’s Four Seasons,"The natural world has inspired artists, writers and composers for centuries. But rarely has it been captured more vividly than in Vivaldi’s Four Seasons. The warm glow of summer, the biting winds of winter, the soft descent of autumn and the bursting joy of spring.",https://www.sydneysymphony.com/concerts/max-richter-the-four-seasons-2026
Coliseum Theatre,Sat 28 November,11:30am,No,No,Forces of Nature,"The natural world has inspired artists, writers and composers for centuries. But rarely has it been captured more vividly than in Vivaldi’s Four Seasons: the warm glow of summer, the biting winds of winter, the soft descent of autumn and the bursting joy of spring.",https://www.sydneysymphony.com/concerts/family-concerts-forces-of-nature
